DEPARTMENT,QTY,EQUIPMENT_ID,UNIT_COST,SALE_ID,SALE_DATE,HOSPITAL_ID,LAST_UPDATE_DATE
PHSYSIOTHERAPY,4,E0359,23.55,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
ENT,1,E0105,34.42,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
CASUALTY,1,E0024,31.7,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
OCCUPATIONAL THERAPY,1,E0285,6.34,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
MINOR THEATRE,1,E0271,1086.96,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
ORTHOPAEDIC TECHNOLOGY,2,E0304,90.58,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
MCH/FP,10,E0021,1.36,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
MCH/FP,1,E0208,362.32,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
MATERNITY,1,E0228,1411.23,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
OCCUPATIONAL THERAPY,2,E0278,14.49,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
EYE UNIT,1,E0149,10869.57,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
X - RAY,2,E0474,1086.96,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
X - RAY,1,E0479,2264.49,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
ORTHOPAEDIC TECHNOLOGY,1,E0313,452.9,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
LABORATORY,3,E0180,588.77,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
WARD,1,E0030,634.06,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
MATERNITY,1,E0208,4690.6,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
LABORATORY,1,E0201,2647.44,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
EYE UNIT,2,E0137,679.35,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
DENTAL LAB,1,E0076,226.45,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
THEATRE,3,E0393,31.7,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
THEATRE,3,E0409,14215.46,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
LABORATORY,1,E0203,4076.09,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
CASUALTY,1,E0026,108.7,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
X - RAY,2,E0480,31702.9,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
WARD,1,E0029,200,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
ENT,1,E0109,108.7,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
X - RAY,2,E0471,543.48,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
THEATRE,1,E0417,3448.26,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
THEATRE,1,E0406,4528.99,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
ICU,1,E0154,200,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
OCCUPATIONAL THERAPY,1,E0273,5.43,M000001927,2021-07-24,FR_HOSP_3,2021-07-24 17:41:41.387
EYE UNIT,1,E0138,860.51,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ENT,2,E0104,28.82,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
PHSYSIOTHERAPY,1,E0377,135.87,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
THEATRE,1,E0208,4690.6,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
EYE UNIT,1,E0140,226.45,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ORTHOPAEDIC TECHNOLOGY,1,E0087,543.48,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
CASUALTY,1,E0015,22.64,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ORTHOPAEDIC TECHNOLOGY,1,E0321,905.8,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ORTHOPAEDIC TECHNOLOGY,2,E0305,90.58,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ORTHOPAEDIC TECHNOLOGY,1,E0307,90.58,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
MATERNITY,1,E0217,40.76,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
LABORATORY,1,E0177,299.56,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
DENTAL UNIT,10,E0091,253.62,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
DENTAL UNIT,1,E0098,1389.81,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
OUT PATIENT DEPARTMENT,2,E0341,163.04,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
PHARMACY,2,E0350,13.59,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
CASUALTY,1,E0013,13.59,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
ORTHOPAEDIC TECHNOLOGY,1,E0085,181.16,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
DENTAL LAB,1,E0074,181.16,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
DENTAL LAB,1,E0066,11.32,M000001928,2021-07-24,FR_HOSP_10,2021-07-24 10:11:11.887
HDU,2,E0027,135.87,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
MCH/FP,3,E0217,40.76,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
LABORATORY,1,E0191,135.87,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
X - RAY,2,E0474,1086.96,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
MATERNITY,1,E0227,634.06,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
MINOR THEATRE,1,E0027,135.87,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
MCH/FP,2,E0019,86.05,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
THEATRE,2,E0399,45.29,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
DENTAL UNIT,3,E0092,10857.87,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
CASUALTY,3,E0025,59.78,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
THEATRE,1,E0400,200,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
DENTAL LAB,1,E0069,27.17,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
MATERNITY,1,E0216,4182.97,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
ICU,1,E0049,2401.43,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
PHSYSIOTHERAPY,1,E0391,5778.99,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
ENT,1,E0111,135.87,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
OUT PATIENT DEPARTMENT,6,E0036,40.76,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
ORTHOPAEDIC TECHNOLOGY,1,E0301,18.12,M000001929,2021-07-24,FR_HOSP_5,2021-07-24 11:31:31.060
WARD,1,E0022,4.53,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
MATERNITY,1,E0220,333.06,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
DENTAL LAB,1,E0068,18.12,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
X - RAY,1,E0490,54347.83,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
HDU,1,E0040,226.45,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
THEATRE,3,E0155,634.06,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
OUT PATIENT DEPARTMENT,7,E0032,4.08,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
OUT PATIENT DEPARTMENT,6,E0035,17.21,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
WARD,1,E0019,86.05,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
PHSYSIOTHERAPY,2,E0380,226.45,M000001930,2021-07-24,US_HOSP_6,2021-07-24 12:52:52.787
ICU,3,E0160,226.45,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
CASUALTY,5,E0002,4.08,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
CASUALTY,1,E0023,28.82,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
EYE UNIT,2,E0132,58.88,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
WARD,1,E0031,751.36,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
MATERNITY,5,E0021,1.36,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
DENTAL LAB,1,E0087,3474.52,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
LABORATORY,1,E0187,2282.61,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
OUT PATIENT DEPARTMENT,1,E0033,10.87,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
OUT PATIENT DEPARTMENT,2,E0021,1.36,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
MINOR THEATRE,1,E0027,135.87,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
LABORATORY,4,E0182,90.58,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
PHARMACY,1,E0351,67.93,M000001931,2021-07-24,FR_HOSP_4,2021-07-24 13:46:46.260
THEATRE,3,E0395,163.04,M000001932,2021-07-24,US_HOSP_8,2021-07-24 14:41:41.963
THEATRE,3,E0035,17.21,M000001932,2021-07-24,US_HOSP_8,2021-07-24 14:41:41.963
PHSYSIOTHERAPY,2,E0379,226.45,M000001932,2021-07-24,US_HOSP_8,2021-07-24 14:41:41.963
DENTAL LAB,1,E0084,543.48,M000001932,2021-07-24,US_HOSP_8,2021-07-24 14:41:41.963
DENTAL LAB,1,E0079,362.32,M000001933,2021-07-24,US_HOSP_6,2021-07-24 15:06:06.670
LABORATORY,4,E0183,342.39,M000001933,2021-07-24,US_HOSP_6,2021-07-24 15:06:06.670
LABORATORY,1,E0202,3115.1,M000001933,2021-07-24,US_HOSP_6,2021-07-24 15:06:06.670
ENT,1,E0127,5434.78,M000001933,2021-07-24,US_HOSP_6,2021-07-24 15:06:06.670
X - RAY,1,E0486,27173.91,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
MINOR THEATRE,1,E0020,200,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
DENTAL LAB,1,E0081,452.9,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
CASUALTY,1,E0049,2401.43,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
DENTAL UNIT,6,E0089,4.08,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
CASUALTY,2,E0042,407.61,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
PHSYSIOTHERAPY,3,E0360,38.04,M000001934,2021-07-24,US_HOSP_3,2021-07-24 16:13:13.453
CASUALTY,2,E0036,40.76,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
OUT PATIENT DEPARTMENT,2,E0010,114.58,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
WARD,1,E0255,90.58,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
WARD,1,E0010,114.58,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
OUT PATIENT DEPARTMENT,4,E0333,271.74,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
OUT PATIENT DEPARTMENT,6,E0019,86.05,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
ENT,2,E0103,17.66,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
OUT PATIENT DEPARTMENT,6,E0338,223.55,M000001935,2021-07-24,DE_HOSP_7,2021-07-24 17:00:00.457
OUT PATIENT DEPARTMENT,2,E0340,135.87,M000001936,2021-07-24,US_HOSP_3,2021-07-24 10:49:49.300
CASUALTY,3,E0008,22.64,M000001936,2021-07-24,US_HOSP_3,2021-07-24 10:49:49.300
DENTAL LAB,4,E0061,18.12,M000001936,2021-07-24,US_HOSP_3,2021-07-24 10:49:49.300
DENTAL LAB,2,E0064,1.81,M000001936,2021-07-24,US_HOSP_3,2021-07-24 10:49:49.300
CASUALTY,1,E0040,226.45,M000001937,2021-07-24,FR_HOSP_8,2021-07-24 11:41:41.720
MATERNITY,2,E0221,769.93,M000001937,2021-07-24,FR_HOSP_8,2021-07-24 11:41:41.720
MINOR THEATRE,2,E0237,16.3,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
X - RAY,1,E0487,27173.91,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
OCCUPATIONAL THERAPY,1,E0282,63.41,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
CASUALTY,2,E0039,184.13,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
MINOR THEATRE,1,E0237,16.3,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
CASUALTY,1,E0043,1164.86,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
ENT,1,E0113,176.63,M000001938,2021-07-24,FR_HOSP_5,2021-07-24 12:36:36.223
MCH/FP,1,E0035,17.21,M000001939,2021-07-24,FR_HOSP_6,2021-07-24 13:10:10.830
PHSYSIOTHERAPY,1,E0385,844.2,M000001939,2021-07-24,FR_HOSP_6,2021-07-24 13:10:10.830
ICU,1,E0044,6723.52,M000001940,2021-07-24,FR_HOSP_2,2021-07-24 14:56:56.017
WARD,1,E0455,88.77,M000001940,2021-07-24,FR_HOSP_2,2021-07-24 14:56:56.017
OCCUPATIONAL THERAPY,1,E0293,45.29,M000001940,2021-07-24,FR_HOSP_2,2021-07-24 14:56:56.017
CSSD,1,E0053,226.45,M000001940,2021-07-24,FR_HOSP_2,2021-07-24 14:56:56.017
MCH/FP,2,E0232,4.53,M000001941,2021-07-24,DE_HOSP_10,2021-07-24 15:52:52.190
EYE UNIT,1,E0141,1086.96,M000001942,2021-07-24,DE_HOSP_5,2021-07-24 16:30:30.533
ICU,1,E0027,135.87,M000001943,2021-07-24,US_HOSP_9,2021-07-24 17:55:55.067
ICU,1,E0174,10869.57,M000001943,2021-07-24,US_HOSP_9,2021-07-24 17:55:55.067
ENT,1,E0121,407.61,M000001943,2021-07-24,US_HOSP_9,2021-07-24 17:55:55.067
WARD,2,E0027,135.87,M000001944,2021-07-24,US_HOSP_4,2021-07-24 10:13:13.087
LABORATORY,1,E0209,13586.96,M000001944,2021-07-24,US_HOSP_4,2021-07-24 10:13:13.087
WARD,1,E0453,45.29,M000001944,2021-07-24,US_HOSP_4,2021-07-24 10:13:13.087
MCH/FP,1,E0233,18.12,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
DENTAL LAB,1,E0082,452.9,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
PHARMACY,1,E0355,452.9,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
PHSYSIOTHERAPY,4,E0360,38.04,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
DENTAL LAB,1,E0081,452.9,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
DENTAL UNIT,1,E0094,271.74,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
ENT,1,E0104,28.82,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
EYE UNIT,1,E0149,10869.57,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
MINOR THEATRE,1,E0271,1086.96,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
MATERNITY,1,E0214,3449.28,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
X - RAY,1,E0473,1086.96,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
OUT PATIENT DEPARTMENT,5,E0035,17.21,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
MINOR THEATRE,1,E0027,135.87,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
ORTHOPAEDIC TECHNOLOGY,1,E0314,543.48,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
MCH/FP,3,E0217,40.76,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
WARD,1,E0046,241.49,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
OCCUPATIONAL THERAPY,2,E0297,135.87,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
EYE UNIT,2,E0130,22.64,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
OCCUPATIONAL THERAPY,3,E0279,18.12,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
MCH/FP,1,E0029,200,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
LABORATORY,2,E0178,226.45,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
OUT PATIENT DEPARTMENT,4,E0033,10.87,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
DENTAL LAB,3,E0062,18.12,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
ENT,1,E0108,67.93,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
CASUALTY,2,E0030,634.06,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
WARD,1,E0038,333.06,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
LABORATORY,2,E0195,1086.96,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
DENTAL LAB,1,E0080,452.9,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
WARD,2,E0251,181.16,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
LABORATORY,2,E0201,2647.44,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
ICU,1,E0175,42572.46,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
CASUALTY,2,E0043,1164.86,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
LABORATORY,3,E0181,90.58,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
CASUALTY,5,E0004,5.43,M000001945,2021-07-25,FR_HOSP_9,2021-07-25 11:56:56.837
CSSD,2,E0055,34250.73,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
WARD,1,E0218,163.04,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
PHSYSIOTHERAPY,2,E0373,67.93,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
OCCUPATIONAL THERAPY,1,E0293,45.29,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
ENT,2,E0113,176.63,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
PHSYSIOTHERAPY,2,E0378,149.46,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
X - RAY,1,E0483,79710.14,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
WARD,3,E0003,5.43,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
EYE UNIT,1,E0143,1811.59,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
EYE UNIT,1,E0141,1086.96,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
X - RAY,1,E0474,1086.96,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
HDU,2,E0027,135.87,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
PHSYSIOTHERAPY,2,E0363,6.79,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
ORTHOPAEDIC TECHNOLOGY,1,E0324,1811.59,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
CASUALTY,3,E0002,4.08,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
THEATRE,1,E0409,14215.46,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
X - RAY,2,E0479,2264.49,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
ORTHOPAEDIC TECHNOLOGY,1,E0304,90.58,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
OCCUPATIONAL THERAPY,2,E0295,72.46,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
X - RAY,6,E0466,1811.59,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
ICU,1,E0170,634.06,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
MINOR THEATRE,1,E0003,5.43,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
ICU,2,E0155,634.06,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
PHARMACY,2,E0353,135.87,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
MINOR THEATRE,1,E0271,1086.96,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
X - RAY,1,E0484,4528.99,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
HDU,1,E0040,226.45,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
THEATRE,4,E0395,163.04,M000001946,2021-07-25,FR_HOSP_9,2021-07-25 12:55:55.523
WARD,1,E0255,90.58,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CASUALTY,1,E0011,241.67,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
LABORATORY,1,E0194,317.03,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MATERNITY,1,E0171,1068.84,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MCH/FP,1,E0036,40.76,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
PHSYSIOTHERAPY,1,E0383,498.19,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MATERNITY,1,E0218,163.04,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
HDU,1,E0155,634.06,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
PHARMACY,1,E0352,135.87,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MATERNITY,4,E0210,135.87,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
ICU,1,E0151,407.61,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
HDU,1,E0157,241.67,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
X - RAY,1,E0480,31702.9,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CASUALTY,1,E0027,135.87,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CASUALTY,1,E0016,31.7,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
ORTHOPAEDIC TECHNOLOGY,1,E0317,634.06,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
EYE UNIT,1,E0140,226.45,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
ORTHOPAEDIC TECHNOLOGY,1,E0085,181.16,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
OCCUPATIONAL THERAPY,1,E0284,2.72,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
PHARMACY,2,E0348,22.64,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MINOR THEATRE,1,E0154,200,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
THEATRE,3,E0406,4528.99,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MCH/FP,1,E0245,16.3,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CASUALTY,3,E0031,751.36,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CASUALTY,4,E0005,8.61,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
THEATRE,3,E0410,24012.6,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
WARD,1,E0440,43.52,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
CSSD,2,E0051,1358.7,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
WARD,1,E0453,45.29,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
OUT PATIENT DEPARTMENT,4,E0010,114.58,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
THEATRE,3,E0044,6723.52,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
WARD,1,E0020,344.2,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
WARD,1,E0455,88.77,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
EYE UNIT,1,E0148,7699.28,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
PHARMACY,1,E0351,67.93,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
THEATRE,3,E0394,31.7,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
WARD,2,E0035,17.21,M000001947,2021-07-25,DE_HOSP_6,2021-07-25 13:30:30.590
MCH/FP,2,E0038,333.06,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
MCH/FP,9,E0021,1.36,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
WARD,1,E0217,40.76,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
OUT PATIENT DEPARTMENT,10,E0329,344.2,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
PHARMACY,1,E0354,271.74,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
PHSYSIOTHERAPY,2,E0368,21.74,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
DENTAL LAB,1,E0083,452.9,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
EYE UNIT,2,E0134,217.39,M000001948,2021-07-25,US_HOSP_9,2021-07-25 14:35:35.133
